"Title:","'PHIL-ASR920-CE2 - Traffic - Gi0/0/4 30 Clarion Inn 30 Metro 1836..EC CMID:11'"
"Vertical Label:","'bits per second'"
"Start Date:","2020-05-13 15:00:00"
"End Date:","2020-05-13 15:00:00"
"Step:","7200"
"Total Rows:","373"
"Graph ID:","20819"
"Host ID:","653"
""
"Date","Inbound","Outbound"
"2020-06-08 03:00:00","7.3146105193e+05","1.0582703090e+07"
"2020-06-08 05:00:00","5.0433691769e+05","7.2720844339e+06"
"2020-06-08 07:00:00","4.8139702118e+05","2.3095454076e+06"
"2020-06-08 09:00:00","1.0420377505e+06","5.7241308646e+06"
"2020-06-08 11:00:00","9.1018523750e+05","1.0529649102e+07"
"2020-06-08 13:00:00","1.4807044579e+06","9.8395452340e+06"
"2020-06-08 15:00:00","9.4928321497e+05","9.5128700612e+06"
"2020-06-08 17:00:00","1.1827888425e+06","1.0130140776e+07"
"2020-06-08 19:00:00","2.8487084066e+06","9.8471568725e+06"
"2020-06-08 21:00:00","9.8225585917e+05","8.3516306340e+06"
"2020-06-08 23:00:00","8.9495231397e+05","8.5044745033e+06"
"2020-06-09 01:00:00","9.4731869290e+05","1.2382640615e+07"
"2020-06-09 03:00:00","6.9045305300e+05","1.1129150817e+07"
"2020-06-09 05:00:00","5.4070452690e+05","7.1370238258e+06"
"2020-06-09 07:00:00","4.3852677625e+05","2.0830802827e+06"
"2020-06-09 09:00:00","6.2224219241e+05","4.5284257080e+06"
"2020-06-09 11:00:00","7.0052843158e+05","6.3534213835e+06"
"2020-06-09 13:00:00","1.4316784657e+06","1.0304877181e+07"
"2020-06-09 15:00:00","1.6442146171e+06","1.1067135649e+07"
"2020-06-09 17:00:00","1.6567212950e+06","1.1294194972e+07"
"2020-06-09 19:00:00","1.2875198247e+06","1.1486977194e+07"
"2020-06-09 21:00:00","1.5181117026e+06","1.0503198692e+07"
"2020-06-09 23:00:00","1.9348579719e+06","1.0109944230e+07"
"2020-06-10 01:00:00","2.6561334114e+06","1.1252215237e+07"
"2020-06-10 03:00:00","1.9983967296e+06","1.0874839499e+07"
"2020-06-10 05:00:00","1.6672298182e+06","2.3477814612e+06"
"2020-06-10 07:00:00","7.0951647263e+05","3.9765212771e+06"
"2020-06-10 09:00:00","9.8018585590e+05","7.7286437118e+06"
"2020-06-10 11:00:00","1.0508966149e+06","7.6444327962e+06"
"2020-06-10 13:00:00","9.1670871725e+05","7.5417236817e+06"
"2020-06-10 15:00:00","8.6486564096e+05","1.0044966584e+07"
"2020-06-10 17:00:00","1.1275181423e+06","1.3984966405e+07"
"2020-06-10 19:00:00","1.0082649733e+06","1.0575696548e+07"
"2020-06-10 21:00:00","1.2996100142e+06","1.2919419311e+07"
"2020-06-10 23:00:00","9.2095725564e+05","1.5247145016e+07"
"2020-06-11 01:00:00","6.3769968870e+05","1.3017801727e+07"
"2020-06-11 03:00:00","7.3078471624e+05","1.2664181895e+07"
"2020-06-11 05:00:00","5.9453654545e+05","4.9371346707e+06"
"2020-06-11 07:00:00","5.5597876150e+05","2.3394874003e+06"
"2020-06-11 09:00:00","1.0730424427e+06","8.7007936231e+06"
"2020-06-11 11:00:00","8.1517984640e+05","3.2964815108e+06"
"2020-06-11 13:00:00","1.4637587845e+06","3.8663100690e+06"
"2020-06-11 15:00:00","1.1400459324e+06","1.4197199298e+07"
"2020-06-11 17:00:00","1.7712100975e+06","1.6656915878e+07"
"2020-06-11 19:00:00","9.6530345635e+05","5.8896347991e+06"
"2020-06-11 21:00:00","1.5979909644e+06","4.4912754422e+06"
"2020-06-11 23:00:00","2.5680218500e+06","8.3281806410e+06"
"2020-06-12 01:00:00","1.3007584259e+06","7.8517474305e+06"
"2020-06-12 03:00:00","1.8789523093e+06","1.0698608705e+07"
"2020-06-12 05:00:00","6.5185336038e+05","8.1492094777e+06"
"2020-06-12 07:00:00","6.2130610172e+05","4.7118763152e+06"
"2020-06-12 09:00:00","1.2141515931e+06","6.0718271778e+06"
"2020-06-12 11:00:00","9.3780069242e+05","9.1697302701e+06"
"2020-06-12 13:00:00","7.1454396969e+06","1.1240229982e+07"
"2020-06-12 15:00:00","1.1321623937e+06","9.3863680748e+06"
"2020-06-12 17:00:00","1.2684959564e+06","1.4871475811e+07"
"2020-06-12 19:00:00","1.6534455238e+06","1.5875225128e+07"
"2020-06-12 21:00:00","1.3859064178e+06","1.7809212098e+07"
"2020-06-12 23:00:00","2.1825919142e+06","1.1403027938e+07"
"2020-06-13 01:00:00","1.2568759964e+06","5.4910914238e+06"
"2020-06-13 03:00:00","9.4536737373e+05","1.0101730279e+07"
"2020-06-13 05:00:00","5.4027695153e+05","4.5993147943e+06"
"2020-06-13 07:00:00","5.6573666117e+05","3.4344021289e+06"
"2020-06-13 09:00:00","1.2939858106e+06","1.2884786504e+07"
"2020-06-13 11:00:00","7.9137765487e+05","8.0706735334e+06"
"2020-06-13 13:00:00","2.1640403060e+06","9.3684367432e+06"
"2020-06-13 15:00:00","NaN","NaN"
